recorded_at,symbol,side,quantity,estimated_unit_price,estimated_order_value,status
2024-04-22T00:00:00+00:00,NFLX,buy,41.0,555.7092,22784.0772,filled
2024-04-23T00:00:00+00:00,AMZN,sell,130.0,179.23082,23300.0066,filled
2024-04-23T00:00:00+00:00,NFLX,sell,41.0,576.2951,23628.099100000003,filled
2024-04-23T00:00:00+00:00,XLB,buy,261.0,88.47659999999999,23092.3926,filled
2024-04-23T00:00:00+00:00,GLD,buy,107.0,215.31476999999998,23038.680389999998,filled
2024-04-25T00:00:00+00:00,XLB,sell,261.0,88.79205999999999,23174.727659999997,filled
2024-04-25T00:00:00+00:00,GLD,sell,107.0,215.48816,23057.23312,filled
2024-04-25T00:00:00+00:00,META,buy,52.0,442.12248,22990.36896,filled
2024-04-26T00:00:00+00:00,XOM,buy,196.0,118.15584,23158.54464,filled
2024-04-29T00:00:00+00:00,XOM,sell,196.0,119.39074,23400.585039999998,filled
2024-04-30T00:00:00+00:00,SLV,buy,958.0,24.08307,23071.58106,filled
2024-04-30T00:00:00+00:00,XLF,buy,570.0,40.445730000000005,23054.066100000004,filled
2024-05-01T00:00:00+00:00,META,sell,52.0,438.18188,22785.457759999998,filled
2024-05-01T00:00:00+00:00,BAC,buy,626.0,37.03392,23183.233920000002,filled
2024-05-02T00:00:00+00:00,SLV,sell,958.0,24.321260000000002,23299.76708,filled
2024-05-02T00:00:00+00:00,XLF,sell,570.0,40.38407,23018.9199,filled
2024-05-02T00:00:00+00:00,AVGO,buy,18.0,1239.58422,22312.51596,filled
2024-05-03T00:00:00+00:00,BAC,sell,626.0,37.155539999999995,23259.368039999998,filled
2024-05-03T00:00:00+00:00,AVGO,sell,18.0,1275.6935,22962.483,filled
2024-05-03T00:00:00+00:00,JPM,buy,122.0,190.94112,23294.81664,filled
2024-05-06T00:00:00+00:00,JPM,sell,122.0,191.72578000000001,23390.54516,filled
2024-05-16T00:00:00+00:00,CVX,buy,145.0,161.45226,23410.577699999998,filled
2024-05-16T00:00:00+00:00,AMZN,buy,127.0,183.99725999999998,23367.652019999998,filled
2024-05-17T00:00:00+00:00,CVX,sell,145.0,162.34465999999998,23539.975699999995,filled
2024-05-21T00:00:00+00:00,META,buy,50.0,465.73962,23286.981,filled
2024-05-22T00:00:00+00:00,CVX,buy,148.0,157.88013,23366.25924,filled
2024-05-23T00:00:00+00:00,AMZN,sell,127.0,180.81764,22963.84028,filled
2024-05-23T00:00:00+00:00,XLRE,buy,624.0,37.39965,23337.3816,filled
2024-05-24T00:00:00+00:00,META,sell,50.0,477.15378000000004,23857.689000000002,filled
2024-05-24T00:00:00+00:00,AMZN,buy,129.0,181.1115,23363.3835,filled
2024-05-28T00:00:00+00:00,CVX,sell,148.0,158.81174,23504.137519999997,filled
2024-05-28T00:00:00+00:00,AMZN,sell,129.0,181.81065,23453.57385,filled
2024-05-28T00:00:00+00:00,DIA,buy,60.0,389.36717999999996,23362.030799999997,filled
2024-05-28T00:00:00+00:00,XLV,buy,164.0,142.95533999999998,23444.67576,filled
2024-05-30T00:00:00+00:00,XLRE,sell,624.0,37.24536,23241.104639999998,filled
2024-05-30T00:00:00+00:00,MSFT,buy,56.0,415.56948,23271.89088,filled
2024-05-31T00:00:00+00:00,DIA,sell,60.0,386.53538,23192.122799999997,filled
2024-05-31T00:00:00+00:00,XLV,sell,164.0,143.43256,23522.93984,filled
2024-05-31T00:00:00+00:00,AVGO,buy,17.0,1333.5618000000002,22670.550600000002,filled
2024-05-31T00:00:00+00:00,AMZN,buy,133.0,176.87304,23524.11432,filled
2024-06-04T00:00:00+00:00,AMZN,sell,133.0,178.88152,23791.242159999998,filled
2024-06-04T00:00:00+00:00,NFLX,buy,37.0,632.6026800000001,23406.299160000002,filled
2024-06-05T00:00:00+00:00,MSFT,sell,56.0,423.06218,23691.48208,filled
2024-06-05T00:00:00+00:00,AVGO,sell,17.0,1410.5232999999998,23978.896099999998,filled
2024-06-05T00:00:00+00:00,NFLX,sell,37.0,648.80978,24005.961860000003,filled
2024-06-06T00:00:00+00:00,XLU,buy,341.0,70.84640999999999,24158.625809999998,filled
2024-06-10T00:00:00+00:00,XLU,sell,341.0,70.7083,24111.5303,filled
2024-06-11T00:00:00+00:00,BAC,buy,620.0,38.93772,24141.3864,filled
2024-06-11T00:00:00+00:00,XLF,buy,590.0,40.896629999999995,24129.011699999995,filled
2024-06-12T00:00:00+00:00,BAC,sell,620.0,39.331179999999996,24385.331599999998,filled
2024-06-12T00:00:00+00:00,XLP,buy,315.0,76.85840999999999,24210.399149999997,filled
2024-06-12T00:00:00+00:00,JPM,buy,126.0,191.85294,24173.470439999997,filled
2024-06-14T00:00:00+00:00,JPM,sell,126.0,193.4623,24376.2498,filled
2024-06-14T00:00:00+00:00,XLB,buy,271.0,89.178,24167.237999999998,filled
2024-06-17T00:00:00+00:00,XLF,sell,590.0,40.91301,24138.6759,filled
2024-06-17T00:00:00+00:00,XLP,sell,315.0,77.53462,24423.405300000002,filled
2024-06-17T00:00:00+00:00,XLB,sell,271.0,89.46571,24245.20741,filled
2024-06-17T00:00:00+00:00,XLU,buy,351.0,69.31836000000001,24330.744360000004,filled
2024-06-17T00:00:00+00:00,XLV,buy,166.0,146.0415,24242.889000000003,filled
2024-06-17T00:00:00+00:00,AMD,buy,153.0,158.67171,24276.77163,filled
2024-06-20T00:00:00+00:00,XLU,sell,351.0,69.68036,24457.80636,filled
2024-06-20T00:00:00+00:00,XLV,sell,166.0,146.13215000000002,24257.936900000004,filled
2024-06-20T00:00:00+00:00,AMD,sell,153.0,161.38658,24692.14674,filled
2024-06-24T00:00:00+00:00,XLK,buy,109.0,223.05522000000002,24313.01898,filled
2024-06-24T00:00:00+00:00,QQQ,buy,51.0,474.97805999999997,24223.88106,filled
2024-06-24T00:00:00+00:00,SMH,buy,95.0,256.29156,24347.6982,filled
2024-06-25T00:00:00+00:00,XLK,sell,109.0,226.04201,24638.57909,filled
2024-06-25T00:00:00+00:00,QQQ,sell,51.0,478.47114,24402.02814,filled
2024-06-25T00:00:00+00:00,SMH,sell,95.0,261.3263,24825.9985,filled
2024-06-25T00:00:00+00:00,HD,buy,73.0,339.03672,24749.68056,filled
2024-06-25T00:00:00+00:00,XLRE,buy,653.0,37.89564,24745.85292,filled
2024-06-25T00:00:00+00:00,XLB,buy,278.0,88.80726,24688.418279999998,filled
2024-06-27T00:00:00+00:00,XLRE,sell,653.0,38.03378,24836.05834,filled
2024-06-27T00:00:00+00:00,XLP,buy,321.0,77.02875,24726.228750000002,filled
2024-06-28T00:00:00+00:00,HD,sell,73.0,343.70621,25090.55333,filled
2024-06-28T00:00:00+00:00,PG,buy,149.0,165.20976,24616.25424,filled
2024-07-02T00:00:00+00:00,XLB,sell,278.0,86.94077,24169.53406,filled
2024-07-02T00:00:00+00:00,XLP,sell,321.0,76.38692,24520.20132,filled
2024-07-02T00:00:00+00:00,XLV,buy,170.0,144.70883999999998,24600.5028,filled
2024-07-05T00:00:00+00:00,PG,sell,149.0,164.89954,24570.031460000002,filled
2024-07-05T00:00:00+00:00,XLV,sell,170.0,144.12118,24500.6006,filled
2024-07-08T00:00:00+00:00,XOM,buy,219.0,112.38432,24612.16608,filled
2024-07-08T00:00:00+00:00,XLE,buy,274.0,89.70405000000001,24578.909700000004,filled
2024-07-11T00:00:00+00:00,XOM,sell,219.0,112.9736,24741.2184,filled
2024-07-11T00:00:00+00:00,XLE,sell,274.0,90.09944,24687.24656,filled
2024-07-11T00:00:00+00:00,NFLX,buy,37.0,653.7348599999999,24188.189819999996,filled
2024-07-11T00:00:00+00:00,COST,buy,29.0,848.50362,24606.60498,filled
2024-07-11T00:00:00+00:00,AMZN,buy,126.0,195.41004,24621.66504,filled
2024-07-18T00:00:00+00:00,NFLX,sell,37.0,641.70402,23743.048740000002,filled
2024-07-18T00:00:00+00:00,COST,sell,29.0,838.1703,24306.9387,filled
2024-07-18T00:00:00+00:00,AMZN,sell,126.0,183.31264000000002,23097.392640000002,filled
2024-07-18T00:00:00+00:00,AMZN,buy,131.0,184.04736,24110.20416,filled
2024-07-18T00:00:00+00:00,AMD,buy,154.0,156.07653,24035.78562,filled
2024-07-18T00:00:00+00:00,MSFT,buy,54.0,441.30084,23830.24536,filled
2024-07-22T00:00:00+00:00,MSFT,sell,54.0,441.9144,23863.3776,filled
2024-07-22T00:00:00+00:00,SLV,buy,902.0,26.69328,24077.33856,filled
2024-07-23T00:00:00+00:00,AMZN,sell,131.0,185.84756,24346.030359999997,filled
2024-07-23T00:00:00+00:00,XLE,buy,266.0,90.51066,24075.83556,filled
2024-07-24T00:00:00+00:00,AMD,sell,154.0,144.35571000000002,22230.77934,filled
2024-07-24T00:00:00+00:00,HD,buy,67.0,351.0006,23517.040200000003,filled
2024-07-25T00:00:00+00:00,XLE,sell,266.0,91.58646,24361.99836,filled
2024-07-25T00:00:00+00:00,AAPL,buy,108.0,217.85484,23528.32272,filled
2024-07-26T00:00:00+00:00,HD,sell,67.0,359.06043999999997,24057.049479999998,filled
2024-07-26T00:00:00+00:00,GOOGL,buy,141.0,167.35404,23596.91964,filled
2024-07-29T00:00:00+00:00,SLV,sell,902.0,25.389120000000002,22900.986240000002,filled
2024-07-29T00:00:00+00:00,GOOGL,sell,141.0,169.22088,23860.14408,filled
2024-07-29T00:00:00+00:00,BAC,buy,576.0,41.177189999999996,23718.061439999998,filled
2024-07-29T00:00:00+00:00,NFLX,buy,37.0,628.04358,23237.61246,filled
2024-07-30T00:00:00+00:00,AAPL,sell,108.0,218.24264,23570.20512,filled
2024-07-30T00:00:00+00:00,COST,buy,29.0,811.62,23536.98,filled
2024-07-31T00:00:00+00:00,NFLX,sell,37.0,626.744,23189.528000000002,filled
2024-07-31T00:00:00+00:00,COST,sell,29.0,820.96478,23807.97862,filled
2024-07-31T00:00:00+00:00,PG,buy,146.0,161.06148000000002,23514.976080000004,filled
2024-08-01T00:00:00+00:00,PG,sell,146.0,165.2688,24129.2448,filled
2024-08-02T00:00:00+00:00,BAC,sell,576.0,37.50484,21602.78784,filled
2024-08-02T00:00:00+00:00,BAC,buy,621.0,37.655159999999995,23383.854359999998,filled
2024-08-02T00:00:00+00:00,MSFT,buy,57.0,409.33704,23332.21128,filled
2024-08-02T00:00:00+00:00,JPM,buy,117.0,199.51323000000002,23343.04791,filled
2024-08-06T00:00:00+00:00,JPM,sell,117.0,199.95429,23394.65193,filled
2024-08-06T00:00:00+00:00,GOOGL,buy,146.0,158.55648000000002,23149.246080000004,filled
2024-08-08T00:00:00+00:00,BAC,sell,621.0,38.13358,23680.95318,filled
2024-08-08T00:00:00+00:00,MSFT,sell,57.0,402.21396,22926.19572,filled
2024-08-08T00:00:00+00:00,GOOGL,sell,146.0,161.79576,23622.18096,filled
2024-08-09T00:00:00+00:00,UNH,buy,41.0,559.7773199999999,22950.870119999996,filled
2024-08-12T00:00:00+00:00,UNH,sell,41.0,564.2143100000001,23132.786710000004,filled
2024-08-20T00:00:00+00:00,XOM,buy,205.0,114.76908,23527.6614,filled
2024-08-23T00:00:00+00:00,XOM,sell,205.0,116.08735999999999,23797.908799999997,filled
2024-08-27T00:00:00+00:00,META,buy,45.0,520.1832899999999,23408.24805,filled
2024-08-27T00:00:00+00:00,AMZN,buy,136.0,173.45622,23590.04592,filled
2024-08-28T00:00:00+00:00,MSFT,buy,57.0,411.40116,23449.86612,filled
2024-08-29T00:00:00+00:00,MSFT,sell,57.0,412.18897,23494.77129,filled
2024-08-29T00:00:00+00:00,GOOGL,buy,145.0,162.09354000000002,23503.5633,filled
2024-08-30T00:00:00+00:00,META,sell,45.0,520.37716,23416.9722,filled
2024-08-30T00:00:00+00:00,AMZN,sell,136.0,178.17294,24231.51984,filled
2024-08-30T00:00:00+00:00,GOOGL,sell,145.0,162.9734,23631.143,filled
2024-08-30T00:00:00+00:00,TLT,buy,246.0,96.82325999999999,23818.52196,filled
2024-09-03T00:00:00+00:00,TLT,sell,246.0,97.58444,24005.77224,filled
2024-09-03T00:00:00+00:00,SHY,buy,288.0,82.77522,23839.26336,filled
2024-09-03T00:00:00+00:00,SLV,buy,931.0,25.62615,23857.945649999998,filled
2024-09-04T00:00:00+00:00,SHY,sell,288.0,82.61444,23792.958720000002,filled
2024-09-04T00:00:00+00:00,AAPL,buy,107.0,221.17146,23665.34622,filled
2024-09-04T00:00:00+00:00,XOM,buy,208.0,114.2781,23769.8448,filled
2024-09-05T00:00:00+00:00,SLV,sell,931.0,26.167559999999998,24361.998359999998,filled
2024-09-05T00:00:00+00:00,HD,buy,66.0,362.54364,23927.88024,filled
2024-09-09T00:00:00+00:00,XOM,sell,208.0,114.77998000000001,23874.23584,filled
2024-09-09T00:00:00+00:00,HD,sell,66.0,364.71909999999997,24071.4606,filled
2024-09-11T00:00:00+00:00,AAPL,sell,107.0,222.11488,23766.29216,filled
2024-09-16T00:00:00+00:00,AAPL,buy,110.0,216.89292,23858.2212,filled
2024-09-17T00:00:00+00:00,UNH,buy,41.0,579.2061,23747.4501,filled
2024-09-18T00:00:00+00:00,AAPL,sell,110.0,220.38834,24242.7174,filled
2024-09-20T00:00:00+00:00,TLT,buy,243.0,99.10782,24083.20026,filled
2024-09-20T00:00:00+00:00,JNJ,buy,146.0,164.43822,24007.98012,filled
2024-09-24T00:00:00+00:00,UNH,sell,41.0,574.45878,23552.80998,filled
2024-09-24T00:00:00+00:00,XLV,buy,155.0,154.41822000000002,23934.8241,filled
2024-09-27T00:00:00+00:00,TLT,sell,243.0,98.36288,23902.17984,filled
2024-09-27T00:00:00+00:00,JNJ,sell,146.0,161.04726,23512.89996,filled
2024-09-27T00:00:00+00:00,AMZN,buy,127.0,188.25576,23908.48152,filled
2024-09-30T00:00:00+00:00,XLV,sell,155.0,153.63212,23812.9786,filled
2024-10-01T00:00:00+00:00,COST,buy,27.0,878.77404,23726.89908,filled
2024-10-01T00:00:00+00:00,JPM,buy,114.0,207.48414,23653.19196,filled
2024-10-04T00:00:00+00:00,AMZN,sell,127.0,186.11702,23636.861539999998,filled
2024-10-04T00:00:00+00:00,COST,sell,27.0,880.97452,23786.31204,filled
2024-10-04T00:00:00+00:00,JPM,sell,114.0,210.88738,24041.16132,filled
2024-10-04T00:00:00+00:00,PG,buy,141.0,169.1877,23855.4657,filled
2024-10-04T00:00:00+00:00,SHY,buy,290.0,82.67502,23975.755800000003,filled
2024-10-04T00:00:00+00:00,TLT,buy,250.0,95.70102,23925.255,filled
2024-10-09T00:00:00+00:00,PG,sell,141.0,168.90152,23815.11432,filled
2024-10-09T00:00:00+00:00,GLD,buy,98.0,241.51206,23668.18188,filled
2024-10-10T00:00:00+00:00,SHY,sell,290.0,82.30506,23868.467399999998,filled
2024-10-10T00:00:00+00:00,GLD,sell,98.0,242.34434000000002,23749.74532,filled
2024-10-10T00:00:00+00:00,XLU,buy,303.0,78.68706,23842.17918,filled
2024-10-10T00:00:00+00:00,XLRE,buy,554.0,43.06596,23858.541839999998,filled
2024-10-11T00:00:00+00:00,TLT,sell,250.0,93.55252,23388.13,filled
2024-10-11T00:00:00+00:00,XLU,sell,303.0,79.08152,23961.700559999997,filled
2024-10-11T00:00:00+00:00,XLRE,sell,554.0,43.323179999999994,24001.041719999997,filled
2024-10-11T00:00:00+00:00,TSLA,buy,109.0,218.19552,23783.31168,filled
2024-10-15T00:00:00+00:00,XLE,buy,265.0,89.99964,23849.9046,filled
2024-10-15T00:00:00+00:00,NFLX,buy,33.0,707.4821400000001,23346.910620000002,filled
2024-10-17T00:00:00+00:00,XLE,sell,265.0,90.5186,23987.429,filled
2024-10-18T00:00:00+00:00,TSLA,sell,109.0,220.24862,24007.09958,filled
2024-10-18T00:00:00+00:00,NFLX,sell,33.0,762.22749,25153.50717,filled
2024-10-21T00:00:00+00:00,HD,buy,59.0,407.0625,24016.6875,filled
2024-10-21T00:00:00+00:00,PG,buy,143.0,169.94922000000003,24302.738460000004,filled
2024-10-21T00:00:00+00:00,META,buy,42.0,576.13998,24197.87916,filled
2024-10-22T00:00:00+00:00,META,sell,42.0,580.80606,24393.85452,filled
2024-10-22T00:00:00+00:00,TSLA,buy,111.0,218.39592000000002,24241.94712,filled
2024-10-24T00:00:00+00:00,TSLA,sell,111.0,259.95904,28855.45344,filled
2024-10-24T00:00:00+00:00,XLB,buy,269.0,94.73409,25483.47021,filled
2024-10-28T00:00:00+00:00,HD,sell,59.0,402.16406,23727.67954,filled
2024-10-28T00:00:00+00:00,PG,sell,143.0,169.00132,24167.188759999997,filled
2024-10-28T00:00:00+00:00,XLB,sell,269.0,94.58046,25442.14374,filled
2024-10-28T00:00:00+00:00,XOM,buy,214.0,119.20794,25510.49916,filled
2024-10-29T00:00:00+00:00,XLP,buy,315.0,80.5608,25376.652000000002,filled
2024-10-30T00:00:00+00:00,COST,buy,28.0,880.4473800000001,24652.526640000004,filled
2024-11-04T00:00:00+00:00,XOM,sell,214.0,118.38276,25333.910640000002,filled
2024-11-04T00:00:00+00:00,XLP,sell,315.0,80.18929999999999,25259.629499999995,filled
2024-11-04T00:00:00+00:00,COST,sell,28.0,884.5573400000001,24767.60552,filled
2024-11-04T00:00:00+00:00,AAPL,buy,114.0,222.51414,25366.61196,filled
2024-11-04T00:00:00+00:00,BAC,buy,615.0,41.412659999999995,25468.7859,filled
2024-11-04T00:00:00+00:00,TSLA,buy,104.0,243.39582,25313.165279999997,filled
2024-11-05T00:00:00+00:00,BAC,sell,615.0,41.80622,25710.8253,filled
2024-11-05T00:00:00+00:00,TSLA,sell,104.0,250.93712,26097.460479999998,filled
2024-11-06T00:00:00+00:00,GLD,buy,104.0,246.21144,25605.98976,filled
2024-11-06T00:00:00+00:00,SLV,buy,902.0,28.49187,25699.66674,filled
2024-11-07T00:00:00+00:00,AAPL,sell,114.0,226.95019,25872.321659999998,filled
2024-11-07T00:00:00+00:00,GLD,sell,104.0,249.19062,25915.82448,filled
2024-11-07T00:00:00+00:00,SLV,sell,902.0,29.06176,26213.70752,filled
2024-11-07T00:00:00+00:00,JNJ,buy,166.0,157.03344,26067.551040000002,filled
2024-11-12T00:00:00+00:00,XLB,buy,279.0,92.65494,25850.72826,filled
2024-11-12T00:00:00+00:00,GLD,buy,107.0,240.52007999999998,25735.648559999998,filled
2024-11-14T00:00:00+00:00,JNJ,sell,166.0,151.56626,25159.99916,filled
2024-11-15T00:00:00+00:00,QQQ,buy,51.0,497.4429,25369.5879,filled
2024-11-18T00:00:00+00:00,XLB,sell,279.0,91.80103,25612.48737,filled
2024-11-18T00:00:00+00:00,GLD,sell,107.0,240.59784000000002,25743.96888,filled
2024-11-18T00:00:00+00:00,META,buy,46.0,555.4486800000001,25550.639280000003,filled
2024-11-18T00:00:00+00:00,UNH,buy,43.0,590.8894200000001,25408.245060000005,filled
2024-11-19T00:00:00+00:00,QQQ,sell,51.0,502.41316,25623.07116,filled
2024-11-19T00:00:00+00:00,META,sell,46.0,559.86802,25753.92892,filled
2024-11-19T00:00:00+00:00,DIA,buy,59.0,433.68564,25587.45276,filled
2024-11-19T00:00:00+00:00,XLI,buy,185.0,139.06758,25727.5023,filled
2024-11-20T00:00:00+00:00,UNH,sell,43.0,599.6483000000001,25784.876900000003,filled
2024-11-20T00:00:00+00:00,DIA,sell,59.0,433.47132,25574.80788,filled
2024-11-21T00:00:00+00:00,XLI,sell,185.0,140.34874,25964.5169,filled
2024-11-21T00:00:00+00:00,GOOGL,buy,155.0,167.97528,26036.1684,filled
2024-11-22T00:00:00+00:00,AMZN,buy,131.0,197.46414,25867.80234,filled
2024-11-25T00:00:00+00:00,AMZN,sell,131.0,201.03712,26335.862719999997,filled
2024-11-26T00:00:00+00:00,GOOGL,sell,155.0,168.72188,26151.8914,filled
2024-11-26T00:00:00+00:00,XOM,buy,221.0,118.22597999999999,26127.94158,filled
2024-11-27T00:00:00+00:00,SMH,buy,109.0,238.65636,26013.54324,filled
2024-11-29T00:00:00+00:00,SMH,sell,109.0,241.62079,26336.66611,filled
2024-12-03T00:00:00+00:00,JPM,buy,106.0,245.21946,25993.26276,filled
2024-12-03T00:00:00+00:00,XLU,buy,325.0,80.60088,26195.286,filled
2024-12-04T00:00:00+00:00,XOM,sell,221.0,114.06142000000001,25207.57382,filled
2024-12-04T00:00:00+00:00,XLE,buy,281.0,92.44452000000001,25976.910120000004,filled
2024-12-05T00:00:00+00:00,JPM,sell,106.0,245.07886,25978.35916,filled
2024-12-05T00:00:00+00:00,XLB,buy,281.0,92.42949,25972.68669,filled
2024-12-10T00:00:00+00:00,XLU,sell,325.0,77.93881,25330.113250000002,filled
2024-12-10T00:00:00+00:00,XLU,buy,326.0,78.25119,25509.887939999997,filled
2024-12-11T00:00:00+00:00,XLE,sell,281.0,90.23417,25355.801770000002,filled
2024-12-11T00:00:00+00:00,XLI,buy,183.0,138.98742000000001,25434.697860000004,filled
2024-12-12T00:00:00+00:00,XLB,sell,281.0,89.82,25239.42,filled
2024-12-12T00:00:00+00:00,DIA,buy,57.0,441.12048,25143.86736,filled
2024-12-17T00:00:00+00:00,XLU,sell,326.0,76.5466,24954.1916,filled
2024-12-17T00:00:00+00:00,XLRE,buy,591.0,42.49482,25114.438619999997,filled
2024-12-18T00:00:00+00:00,XLI,sell,183.0,132.10526000000002,24175.262580000002,filled
2024-12-18T00:00:00+00:00,XLF,buy,513.0,47.70522,24472.77786,filled
2024-12-19T00:00:00+00:00,DIA,sell,57.0,423.7009,24150.9513,filled
2024-12-19T00:00:00+00:00,XLRE,sell,591.0,39.969899999999996,23622.2109,filled
2024-12-19T00:00:00+00:00,BAC,buy,561.0,43.486799999999995,24396.0948,filled
2024-12-19T00:00:00+00:00,XLI,buy,184.0,132.5646,24391.886400000003,filled
2024-12-20T00:00:00+00:00,XLF,sell,513.0,48.39302,24825.61926,filled
2024-12-20T00:00:00+00:00,BAC,sell,561.0,44.09164,24735.41004,filled
2024-12-20T00:00:00+00:00,XLI,sell,184.0,133.59228000000002,24580.979520000004,filled
2024-12-20T00:00:00+00:00,META,buy,42.0,586.1299200000001,24617.456640000004,filled
2024-12-20T00:00:00+00:00,COST,buy,25.0,956.78976,23919.744,filled
2024-12-20T00:00:00+00:00,WMT,buy,266.0,92.47959,24599.57094,filled
2024-12-24T00:00:00+00:00,META,sell,42.0,606.36983,25467.53286,filled
2024-12-24T00:00:00+00:00,COST,sell,25.0,956.64288,23916.072,filled
2024-12-24T00:00:00+00:00,WMT,sell,266.0,92.43476000000001,24587.646160000004,filled
2024-12-30T00:00:00+00:00,COST,buy,26.0,924.1646400000001,24028.28064,filled
2024-12-31T00:00:00+00:00,AMZN,buy,112.0,219.90894,24629.80128,filled
2024-12-31T00:00:00+00:00,QQQ,buy,48.0,512.25246,24588.11808,filled
