date,portfolio_value
2023-11-17,91099.52808000002
2023-11-20,91102.44808
2023-11-21,91178.36808000001
2023-11-22,91003.16808
2023-11-24,91121.4802
2023-11-27,91357.89020000001
2023-11-28,91150.6202
2023-11-29,91155.83566
2023-11-30,91449.86678000001
2023-12-01,91023.46677999999
2023-12-04,89855.42678000001
2023-12-05,89996.70677999998
2023-12-06,89002.38466000001
2023-12-07,91041.886
2023-12-08,90309.68599999999
2023-12-11,90076.61126
2023-12-12,89989.97125999999
2023-12-13,91365.45204
2023-12-14,91365.45204
2023-12-15,91319.80711
2023-12-18,91127.16711
2023-12-19,91021.17211
2023-12-20,90683.19211
2023-12-21,90855.19211
2023-12-22,90784.91678999999
2023-12-26,90726.41678999999
2023-12-27,90738.11678999999
2023-12-28,90741.95204999999
2023-12-29,90606.26941000001
2024-01-02,90063.64441000001
2024-01-03,88802.08440999998
2024-01-04,88181.31419
2024-01-05,88599.64583
2024-01-08,89476.70275999999
2024-01-09,89485.03275999999
2024-01-10,89432.07775999999
2024-01-11,89389.71965999999
2024-01-12,89302.03525999999
2024-01-16,88485.02525999998
2024-01-17,88273.74609999997
2024-01-18,88333.20609999998
2024-01-19,88944.37805999999
2024-01-22,88944.37805999999
2024-01-23,88944.37805999999
2024-01-24,88899.93774
2024-01-25,88967.84381999998
2024-01-26,89313.00989999998
2024-01-29,89591.42569999998
2024-01-30,89546.68169999999
2024-01-31,89030.71796
2024-02-01,89905.59796
2024-02-02,90861.11364
2024-02-05,91133.34882999999
2024-02-06,91122.34323
2024-02-07,91249.76822999999
2024-02-08,91206.78322999999
2024-02-09,91214.50074999999
2024-02-12,91194.67302999998
2024-02-13,90725.50566999997
2024-02-14,90646.14566999998
2024-02-15,90834.86194999998
2024-02-16,90597.73772999996
2024-02-20,90575.12732999999
2024-02-21,90147.49154999998
2024-02-22,94537.24712999997
2024-02-23,94537.24712999997
2024-02-26,94490.21186999998
2024-02-27,94675.54366999998
2024-02-28,93558.10366999998
2024-02-29,93562.09014999999
2024-03-01,93564.88832999999
2024-03-04,93175.09536999998
2024-03-05,93082.84482999999
